id_subsistema,nom_subsistema,din_instante,val_cmomediasemanal,val_cmoleve,val_cmomedia,val_cmopesada
S,SUL,2019-08-02,218.91,214.26,222.66,222.66
S,SUL,2019-08-09,228.08,223.92,231.43,231.43
S,SUL,2019-08-16,224.92,220.77,228.03,228.4
S,SUL,2019-08-23,231.36,227.18,234.55,234.84
S,SUL,2019-08-30,238.27,233.37,241.95,242.37
S,SUL,2019-09-06,195.35,192.65,197.8,197.8
S,SUL,2019-09-13,203.11,198.28,207.51,207.51
S,SUL,2019-09-20,220.24,217.39,222.83,222.83
S,SUL,2019-09-27,224.57,220.76,228.04,228.04
S,SUL,2019-10-04,229.61,224.98,233.81,233.81
S,SUL,2019-10-11,259.49,254.97,263.6,263.6
S,SUL,2019-10-18,262.72,256.84,268.06,268.06
S,SUL,2019-10-25,265.13,260.38,269.45,269.45
S,SUL,2019-11-01,309.28,304.41,313.7,313.7
S,SUL,2019-11-08,333.92,328.04,339.53,339.53
S,SUL,2019-11-15,304.78,301.22,307.98,311.26
S,SUL,2019-11-22,323.3,318.14,326.65,330.01
S,SUL,2019-11-29,314.8,312.69,316.81,316.81
S,SUL,2019-12-06,233.26,231.67,234.78,234.78
S,SUL,2019-12-13,215.25,214.0,216.44,216.44
S,SUL,2019-12-20,226.76,225.44,228.02,228.02
S,SUL,2019-12-27,193.28,192.23,194.65,194.65
S,SUL,2020-01-03,287.31,284.15,291.06,291.9
S,SUL,2020-01-10,361.62,357.22,364.4,367.43
S,SUL,2020-01-17,263.04,258.53,265.58,269.37
S,SUL,2020-01-24,349.15,345.16,350.91,355.32
S,SUL,2020-01-31,318.05,313.2,321.8,323.68
S,SUL,2020-02-07,186.9,184.34,188.38,190.43
S,SUL,2020-02-14,155.54,143.5,165.86,168.37
S,SUL,2020-02-21,163.64,137.72,186.62,190.34
S,SUL,2020-02-28,180.61,137.76,234.31,239.0
S,SUL,2020-03-06,63.31,52.3,73.33,74.34
S,SUL,2020-03-13,158.37,84.83,227.14,230.05
S,SUL,2020-03-20,225.76,96.25,346.8,352.05
S,SUL,2020-03-27,202.69,97.76,299.5,306.48
S,SUL,2020-04-03,0.0,0.0,0.0,0.0
S,SUL,2020-04-10,0.08,0.0,0.17,0.18
S,SUL,2020-04-17,0.05,0.0,0.09,0.1
S,SUL,2020-04-24,0.0,0.0,0.0,0.0
S,SUL,2020-05-01,0.0,0.0,0.0,0.0
S,SUL,2020-05-08,25.82,0.0,45.87,47.06
S,SUL,2020-05-15,42.39,0.0,75.34,77.26
S,SUL,2020-05-22,80.13,72.97,84.72,86.55
S,SUL,2020-05-29,91.87,80.85,100.04,101.15
S,SUL,2020-06-05,102.42,92.12,110.27,110.98
S,SUL,2020-06-12,112.53,108.25,116.73,117.57
S,SUL,2020-06-19,125.44,120.91,128.04,129.68
S,SUL,2020-06-26,116.4,112.62,118.39,120.02
S,SUL,2020-07-03,94.47,92.95,95.31,95.92
S,SUL,2020-07-10,81.88,81.2,82.32,82.48
S,SUL,2020-07-17,83.71,82.66,84.51,84.58
S,SUL,2020-07-24,88.05,87.01,88.76,88.96
S,SUL,2020-07-31,91.42,90.15,91.95,92.72
S,SUL,2020-08-07,90.75,88.94,91.19,92.76
S,SUL,2020-08-14,99.51,98.31,100.31,100.56
S,SUL,2020-08-21,90.21,88.98,90.98,91.33
S,SUL,2020-08-28,54.81,52.96,55.99,56.48
S,SUL,2020-09-04,63.45,62.17,64.31,64.79
S,SUL,2020-09-11,70.47,69.39,71.1,72.4
S,SUL,2020-09-18,83.66,82.23,84.08,85.64
S,SUL,2020-09-25,98.3,96.39,99.26,100.62
S,SUL,2020-10-02,168.74,165.05,171.01,172.93
S,SUL,2020-10-09,262.04,256.42,266.42,267.7
S,SUL,2020-10-16,282.62,277.28,285.81,292.03
S,SUL,2020-10-23,318.74,309.45,327.19,327.19
S,SUL,2020-10-30,318.62,309.38,326.83,327.15
S,SUL,2020-11-06,368.03,360.96,376.07,378.24
S,SUL,2020-11-13,630.47,618.88,639.9,643.37
S,SUL,2020-11-20,475.62,468.41,479.96,485.43
S,SUL,2020-11-27,617.02,601.96,631.37,631.37
S,SUL,2020-12-04,744.43,737.43,747.64,755.09
S,SUL,2020-12-11,214.75,210.8,218.51,218.51
S,SUL,2020-12-18,262.84,258.36,266.39,267.93
S,SUL,2020-12-25,189.61,186.27,193.28,194.83
S,SUL,2021-01-01,220.72,217.91,223.72,225.22
S,SUL,2021-01-08,281.49,277.75,284.02,286.24
S,SUL,2021-01-15,361.74,357.22,365.18,367.07
S,SUL,2021-01-22,223.7,221.57,224.11,227.61
S,SUL,2021-01-29,177.73,175.2,180.04,180.25
S,SUL,2021-02-05,147.53,146.09,148.9,148.9
S,SUL,2021-02-12,176.05,171.68,180.21,180.21
S,SUL,2021-02-19,166.42,165.0,168.02,168.56
S,SUL,2021-02-26,175.74,173.18,178.18,178.2
S,SUL,2021-03-05,134.84,131.23,137.86,138.76
S,SUL,2021-03-12,81.27,78.96,83.48,83.48
S,SUL,2021-03-19,133.41,129.98,136.16,137.27
S,SUL,2021-03-26,139.33,135.74,142.27,143.31
S,SUL,2021-04-02,106.11,102.75,109.64,111.23
S,SUL,2021-04-09,157.67,149.62,164.28,165.53
S,SUL,2021-04-16,131.7,114.87,145.54,148.11
S,SUL,2021-04-23,164.9,144.97,187.13,190.74
S,SUL,2021-04-30,162.29,143.2,177.29,181.45
S,SUL,2021-05-07,173.48,74.97,249.92,254.57
S,SUL,2021-05-14,172.56,85.72,239.85,244.1
S,SUL,2021-05-21,220.13,195.29,238.23,241.22
S,SUL,2021-05-28,287.26,246.26,315.02,323.25
S,SUL,2021-06-04,325.11,308.06,340.53,346.09
S,SUL,2021-06-11,431.24,398.92,455.05,458.54
S,SUL,2021-06-18,434.26,423.62,440.52,444.12
S,SUL,2021-06-25,682.22,660.11,699.68,700.26
S,SUL,2021-07-02,944.55,930.43,951.45,958.41
S,SUL,2021-07-09,957.12,941.81,967.12,970.77
S,SUL,2021-07-16,1030.55,1012.42,1037.51,1049.38
S,SUL,2021-07-23,1109.51,1088.46,1119.49,1130.34
S,SUL,2021-07-30,1239.0,1196.58,1268.24,1275.95
S,SUL,2021-08-06,2540.18,2464.64,2596.82,2603.45
S,SUL,2021-08-13,2901.0,2826.43,2953.62,2965.27
S,SUL,2021-08-20,3044.45,2995.74,3069.18,3091.73
S,SUL,2021-08-27,2449.89,2381.73,2496.05,2509.7
S,SUL,2021-09-03,1027.43,1003.62,1048.07,1048.07
S,SUL,2021-09-10,1261.35,1241.69,1283.93,1286.25
S,SUL,2021-09-17,868.3,855.6,879.52,880.08
S,SUL,2021-09-24,712.8,698.14,718.88,731.65
S,SUL,2021-10-01,533.36,524.52,541.4,541.41
S,SUL,2021-10-08,426.2,419.01,430.22,434.66
S,SUL,2021-10-15,198.74,196.83,200.76,201.32
S,SUL,2021-10-22,172.6,170.44,173.82,175.12
S,SUL,2021-10-29,161.01,159.02,162.81,162.81
S,SUL,2021-11-05,94.09,93.67,94.22,95.15
S,SUL,2021-11-12,99.64,98.41,100.41,101.27
S,SUL,2021-11-19,68.91,68.4,69.18,70.09
S,SUL,2021-11-26,88.23,87.24,88.9,89.47
S,SUL,2021-12-03,41.61,41.18,41.84,42.23
S,SUL,2021-12-10,56.65,56.13,57.01,57.29
S,SUL,2021-12-17,84.57,83.43,85.19,86.19
S,SUL,2021-12-24,63.66,63.11,64.19,64.19
S,SUL,2021-12-31,63.54,60.09,66.63,67.05
S,SUL,2022-01-07,66.62,64.12,68.65,69.2
S,SUL,2022-01-14,50.35,49.02,51.43,51.71
S,SUL,2022-01-21,61.77,59.77,63.29,63.93
S,SUL,2022-01-28,61.39,59.92,62.59,62.9
S,SUL,2022-02-04,13.25,12.84,13.59,13.65
S,SUL,2022-02-11,6.98,6.76,7.18,7.19
S,SUL,2022-02-18,10.19,9.59,10.62,10.86
S,SUL,2022-02-25,11.59,10.43,12.52,12.79
S,SUL,2022-03-04,10.71,9.7,11.62,12.34
S,SUL,2022-03-11,13.9,11.7,15.67,16.16
S,SUL,2022-03-18,13.2,12.9,13.42,13.53
S,SUL,2022-03-25,11.94,11.57,12.24,12.32
S,SUL,2022-04-01,42.32,40.87,43.29,44.0
S,SUL,2022-04-08,40.15,38.62,41.54,41.55
S,SUL,2022-04-15,6.48,0.0,14.09,14.55
S,SUL,2022-04-22,26.83,26.18,27.4,27.83
S,SUL,2022-04-29,32.22,31.14,32.94,33.41
S,SUL,2022-05-06,20.36,19.33,21.01,21.29
S,SUL,2022-05-13,15.13,8.77,20.11,20.35
S,SUL,2022-05-20,40.92,40.18,40.95,41.84
S,SUL,2022-05-27,42.28,41.93,42.44,42.62
S,SUL,2022-06-03,39.5,38.97,39.51,40.16
S,SUL,2022-06-10,57.89,57.18,57.97,58.74
S,SUL,2022-06-17,50.17,49.61,50.29,51.13
S,SUL,2022-06-24,50.08,49.0,50.88,50.98
S,SUL,2022-07-01,45.35,45.09,45.3,45.71
S,SUL,2022-07-08,55.86,55.39,56.1,56.31
S,SUL,2022-07-15,56.96,55.89,57.52,57.98
S,SUL,2022-07-22,66.81,65.42,67.78,68.01
S,SUL,2022-07-29,72.01,70.97,72.67,72.96
S,SUL,2022-08-05,98.67,97.69,99.23,99.58
S,SUL,2022-08-12,91.12,90.06,91.31,92.35
S,SUL,2022-08-19,70.65,68.98,71.39,72.33
S,SUL,2022-08-26,51.65,50.38,52.18,52.94
S,SUL,2022-09-02,50.19,49.41,50.67,50.97
S,SUL,2022-09-09,36.98,36.3,37.65,37.93
S,SUL,2022-09-16,44.28,42.97,45.22,45.66
S,SUL,2022-09-23,40.81,39.62,41.49,42.21
S,SUL,2022-09-30,36.0,35.18,36.46,36.95
S,SUL,2022-10-07,10.21,9.97,10.39,10.46
S,SUL,2022-10-14,4.12,4.08,4.15,4.18
S,SUL,2022-10-21,3.02,2.94,3.08,3.09
S,SUL,2022-10-28,3.57,3.49,3.64,3.64
S,SUL,2022-11-04,0.0,0.0,0.0,0.0
S,SUL,2022-11-11,0.0,0.0,0.0,0.0
S,SUL,2022-11-18,0.0,0.0,0.0,0.0
S,SUL,2022-11-25,0.0,0.0,0.0,0.0
S,SUL,2022-12-02,0.07,0.07,0.07,0.07
S,SUL,2022-12-09,0.03,0.03,0.03,0.03
S,SUL,2022-12-16,0.01,0.01,0.01,0.01
S,SUL,2022-12-23,0.01,0.01,0.01,0.01
S,SUL,2022-12-30,0.0,0.0,0.0,0.0
S,SUL,2023-01-06,0.0,0.0,0.0,0.0
S,SUL,2023-01-13,0.0,0.0,0.0,0.0
S,SUL,2023-01-20,0.0,0.0,0.0,0.0
S,SUL,2023-01-27,0.0,0.0,0.0,0.0
S,SUL,2023-02-03,0.0,0.0,0.0,0.0
S,SUL,2023-02-10,0.0,0.0,0.0,0.0
S,SUL,2023-02-17,0.0,0.0,0.0,0.0
S,SUL,2023-02-24,0.0,0.0,0.0,0.0
S,SUL,2023-03-03,0.0,0.0,0.0,0.0
S,SUL,2023-03-10,0.0,0.0,0.0,0.0
S,SUL,2023-03-17,0.0,0.0,0.0,0.0
S,SUL,2023-03-24,0.0,0.0,0.0,0.0
S,SUL,2023-03-31,0.0,0.0,0.0,0.0
S,SUL,2023-04-07,0.0,0.0,0.0,0.0
S,SUL,2023-04-14,0.0,0.0,0.0,0.0
S,SUL,2023-04-21,0.0,0.0,0.0,0.0
S,SUL,2023-04-28,0.0,0.0,0.0,0.0
S,SUL,2023-05-05,0.0,0.0,0.0,0.0
S,SUL,2023-05-12,0.0,0.0,0.0,0.0
S,SUL,2023-05-19,0.0,0.0,0.0,0.0
S,SUL,2023-05-26,0.0,0.0,0.0,0.0
S,SUL,2023-06-02,0.0,0.0,0.0,0.0
S,SUL,2023-06-09,0.0,0.0,0.0,0.0
S,SUL,2023-06-16,0.0,0.0,0.0,0.0
S,SUL,2023-06-23,0.0,0.0,0.0,0.0
S,SUL,2023-06-30,0.0,0.0,0.0,0.0
S,SUL,2023-07-07,0.0,0.0,0.0,0.0
S,SUL,2023-07-14,0.0,0.0,0.0,0.0
S,SUL,2023-07-21,0.0,0.0,0.0,0.0
S,SUL,2023-07-28,0.0,0.0,0.0,0.0
S,SUL,2023-08-04,0.0,0.0,0.0,0.0
S,SUL,2023-08-11,0.0,0.0,0.0,0.0
S,SUL,2023-08-18,0.0,0.0,0.0,0.0
S,SUL,2023-08-25,0.0,0.0,0.0,0.0
S,SUL,2023-09-01,0.0,0.0,0.0,0.0
SE,SUDESTE,2005-01-07,0.0,0.0,0.0,0.0
SE,SUDESTE,2005-01-14,6.34,5.87,6.41,7.64
SE,SUDESTE,2005-01-21,0.47,0.0,0.69,0.93
SE,SUDESTE,2005-01-28,0.0,0.0,0.0,0.0
SE,SUDESTE,2005-02-04,0.0,0.0,0.0,0.0
SE,SUDESTE,2005-02-11,0.0,0.0,0.0,0.0
SE,SUDESTE,2005-02-18,0.0,0.0,0.0,0.0
SE,SUDESTE,2005-02-25,0.0,0.0,0.0,0.0
SE,SUDESTE,2005-03-04,6.31,6.29,6.29,6.49
SE,SUDESTE,2005-03-11,0.0,0.0,0.0,0.0
SE,SUDESTE,2005-03-18,16.45,16.25,16.53,16.7
SE,SUDESTE,2005-03-25,17.2,17.18,17.18,17.44
SE,SUDESTE,2005-04-01,0.0,0.0,0.0,0.0
SE,SUDESTE,2005-04-08,0.0,0.0,0.0,0.0
SE,SUDESTE,2005-04-15,17.06,17.02,17.02,17.4
SE,SUDESTE,2005-04-22,21.82,21.66,21.88,22.23
SE,SUDESTE,2005-04-29,28.76,28.74,28.74,28.92
SE,SUDESTE,2005-05-06,41.99,41.97,41.97,42.11
SE,SUDESTE,2005-05-13,36.92,36.9,36.93,36.93
SE,SUDESTE,2005-05-20,44.42,44.41,44.41,44.48
SE,SUDESTE,2005-05-27,39.22,39.15,39.15,39.88
SE,SUDESTE,2005-06-03,25.74,25.21,26.0,26.2
SE,SUDESTE,2005-06-10,14.83,14.71,14.87,15.08
SE,SUDESTE,2005-06-17,28.67,28.44,28.79,28.85
SE,SUDESTE,2005-06-24,26.42,26.1,26.52,27.0
SE,SUDESTE,2005-07-01,20.87,20.77,20.88,21.19
SE,SUDESTE,2005-07-08,23.27,23.09,23.26,23.91
SE,SUDESTE,2005-07-15,29.52,29.4,29.52,29.97
SE,SUDESTE,2005-07-22,31.86,31.62,31.93,32.34
SE,SUDESTE,2005-07-29,30.81,30.59,30.87,31.24
SE,SUDESTE,2005-08-05,28.52,28.25,28.57,29.16
SE,SUDESTE,2005-08-12,28.33,28.13,28.37,28.77
SE,SUDESTE,2005-08-19,38.15,37.89,38.21,38.72
SE,SUDESTE,2005-08-26,34.13,33.72,34.28,34.81
SE,SUDESTE,2005-09-02,43.22,42.77,43.41,43.8
SE,SUDESTE,2005-09-09,36.2,35.72,36.48,37.03
SE,SUDESTE,2005-09-16,29.39,28.92,29.56,30.1
SE,SUDESTE,2005-09-23,25.35,24.73,25.55,26.43
SE,SUDESTE,2005-09-30,21.82,21.23,22.07,22.59
SE,SUDESTE,2005-10-07,32.98,31.61,33.49,35.14
SE,SUDESTE,2005-10-14,35.39,34.61,35.79,36.99
SE,SUDESTE,2005-10-21,37.9,36.68,38.3,39.97
SE,SUDESTE,2005-10-28,45.54,43.73,46.26,48.07
SE,SUDESTE,2005-11-04,43.35,41.95,44.28,45.18
SE,SUDESTE,2005-11-11,29.17,27.32,30.14,30.59
SE,SUDESTE,2005-11-18,30.16,28.94,31.04,31.43
SE,SUDESTE,2005-11-25,34.25,32.23,35.3,35.96
SE,SUDESTE,2005-12-02,30.13,29.81,30.19,30.87
SE,SUDESTE,2005-12-09,15.0,14.67,15.12,15.49
SE,SUDESTE,2005-12-16,6.89,6.71,6.97,7.04
SE,SUDESTE,2005-12-23,0.31,0.0,0.04,2.69
SE,SUDESTE,2005-12-30,1.69,1.57,1.74,1.82
SE,SUDESTE,2006-01-06,0.0,0.0,0.0,0.0
SE,SUDESTE,2006-01-13,0.0,0.0,0.0,0.0
SE,SUDESTE,2006-01-20,0.0,0.0,0.0,0.0
SE,SUDESTE,2006-01-27,36.73,35.33,37.48,37.82
SE,SUDESTE,2006-02-03,57.86,55.99,58.72,59.91
SE,SUDESTE,2006-02-10,48.77,46.56,49.86,50.83
SE,SUDESTE,2006-02-17,81.07,78.84,82.34,82.34
SE,SUDESTE,2006-02-24,27.76,24.18,28.71,35.19
SE,SUDESTE,2006-03-03,34.8,30.46,38.06,38.62
SE,SUDESTE,2006-03-10,40.85,38.48,41.95,43.41
SE,SUDESTE,2006-03-17,0.0,0.0,0.0,0.0
SE,SUDESTE,2006-03-24,0.0,0.0,0.0,0.0
SE,SUDESTE,2006-03-31,39.06,34.65,41.49,42.0
SE,SUDESTE,2006-04-07,21.55,18.36,23.3,23.71
SE,SUDESTE,2006-04-14,20.83,20.16,21.29,21.63
SE,SUDESTE,2006-04-21,16.79,16.34,17.09,17.39
SE,SUDESTE,2006-04-28,15.97,15.55,16.17,16.42
SE,SUDESTE,2006-05-05,34.54,34.03,34.83,35.51
SE,SUDESTE,2006-05-12,47.26,47.11,47.2,48.03
SE,SUDESTE,2006-05-19,54.28,53.77,54.45,55.15
SE,SUDESTE,2006-05-26,53.59,53.19,53.7,54.38
SE,SUDESTE,2006-06-02,57.51,57.01,57.78,57.9
SE,SUDESTE,2006-06-09,59.59,58.99,59.77,60.67
SE,SUDESTE,2006-06-16,62.39,62.15,62.48,63.14
SE,SUDESTE,2006-06-23,72.62,72.47,72.52,73.61
SE,SUDESTE,2006-06-30,71.72,70.25,72.31,73.8
SE,SUDESTE,2006-07-07,90.89,88.97,91.91,92.35
SE,SUDESTE,2006-07-14,86.27,84.63,87.06,87.96
SE,SUDESTE,2006-07-21,83.44,83.12,83.44,84.5
SE,SUDESTE,2006-07-28,89.74,88.96,90.02,90.95
SE,SUDESTE,2006-08-04,105.66,104.35,106.13,107.82
SE,SUDESTE,2006-08-11,98.34,96.65,99.08,100.4
SE,SUDESTE,2006-08-18,97.64,95.52,98.41,101.04
SE,SUDESTE,2006-08-25,96.65,94.76,96.99,101.3
SE,SUDESTE,2006-09-01,124.74,123.29,125.18,127.5
SE,SUDESTE,2006-09-08,122.69,121.71,123.02,125.7
SE,SUDESTE,2006-09-15,115.01,114.25,115.05,117.38
SE,SUDESTE,2006-09-22,125.44,122.55,126.5,129.97
SE,SUDESTE,2006-09-29,127.63,126.09,127.99,131.01
SE,SUDESTE,2006-10-06,107.73,105.29,108.8,110.68
SE,SUDESTE,2006-10-13,113.03,112.18,113.45,114.87
SE,SUDESTE,2006-10-20,83.56,83.09,83.69,84.54
SE,SUDESTE,2006-10-27,82.6,81.98,82.81,83.62
SE,SUDESTE,2006-11-03,69.32,68.97,69.51,70.01
SE,SUDESTE,2006-11-10,94.2,94.19,94.19,94.29
SE,SUDESTE,2006-11-17,68.17,68.15,68.15,68.43
SE,SUDESTE,2006-11-24,78.19,77.87,78.36,78.36
SE,SUDESTE,2006-12-01,85.16,85.11,85.11,85.57
SE,SUDESTE,2006-12-08,77.9,77.9,77.9,77.9
SE,SUDESTE,2006-12-15,68.29,67.52,68.57,69.46
SE,SUDESTE,2006-12-22,51.58,49.7,52.62,52.74
SE,SUDESTE,2006-12-29,35.61,35.2,35.85,36.38
SE,SUDESTE,2007-01-05,35.65,13.98,52.31,52.31
SE,SUDESTE,2007-01-12,31.65,29.67,32.7,33.19
SE,SUDESTE,2007-01-19,0.02,0.0,0.03,0.03
SE,SUDESTE,2007-01-26,0.0,0.0,0.0,0.0
SE,SUDESTE,2007-02-02,0.0,0.0,0.0,0.0
SE,SUDESTE,2007-02-09,0.0,0.0,0.0,0.0
SE,SUDESTE,2007-02-16,0.0,0.0,0.0,0.0
SE,SUDESTE,2007-02-23,0.0,0.0,0.0,0.0
SE,SUDESTE,2007-03-02,0.0,0.0,0.0,0.0
SE,SUDESTE,2007-03-09,0.0,0.0,0.0,0.0
SE,SUDESTE,2007-03-16,0.0,0.0,0.0,0.0
SE,SUDESTE,2007-03-23,0.0,0.0,0.0,0.0
SE,SUDESTE,2007-03-30,0.0,0.0,0.0,0.0
SE,SUDESTE,2007-04-06,0.0,0.0,0.0,0.0
SE,SUDESTE,2007-04-13,70.46,69.83,70.66,71.63
SE,SUDESTE,2007-04-20,61.6,61.51,61.51,62.38
SE,SUDESTE,2007-04-27,63.14,61.66,64.19,64.83
SE,SUDESTE,2007-05-04,56.05,55.91,56.07,56.59
SE,SUDESTE,2007-05-11,36.65,35.5,37.22,37.73
SE,SUDESTE,2007-05-18,47.2,45.77,47.92,48.48
SE,SUDESTE,2007-05-25,52.65,50.15,54.0,54.4
SE,SUDESTE,2007-06-01,122.95,120.5,124.07,125.74
SE,SUDESTE,2007-06-08,106.66,105.13,107.62,108.97
SE,SUDESTE,2007-06-15,120.32,116.75,122.18,123.17
SE,SUDESTE,2007-06-22,74.67,72.87,75.62,76.12
SE,SUDESTE,2007-06-29,81.37,80.88,81.56,82.15
SE,SUDESTE,2007-07-06,133.67,133.53,133.62,134.4
SE,SUDESTE,2007-07-13,135.88,135.25,136.15,136.67
SE,SUDESTE,2007-07-20,126.13,125.45,126.09,128.65
SE,SUDESTE,2007-07-27,114.93,114.18,114.83,117.99
SE,SUDESTE,2007-08-03,67.1,65.1,68.17,68.55
SE,SUDESTE,2007-08-10,27.23,26.35,27.66,28.09
SE,SUDESTE,2007-08-17,28.21,27.5,28.44,29.5
SE,SUDESTE,2007-08-24,37.81,37.6,37.74,38.86
SE,SUDESTE,2007-08-31,61.32,60.84,61.18,63.63
SE,SUDESTE,2007-09-07,123.32,123.22,123.22,124.28
SE,SUDESTE,2007-09-14,127.32,127.13,127.13,128.92
SE,SUDESTE,2007-09-21,143.39,143.09,143.09,145.86
SE,SUDESTE,2007-09-28,185.36,185.13,185.13,187.22
SE,SUDESTE,2007-10-05,159.95,157.82,160.98,162.07
SE,SUDESTE,2007-10-12,163.96,163.7,163.7,166.62
SE,SUDESTE,2007-10-19,198.12,197.89,197.89,200.04
SE,SUDESTE,2007-10-26,202.33,201.37,202.87,202.87
SE,SUDESTE,2007-11-02,222.97,222.52,223.32,223.32
SE,SUDESTE,2007-11-09,214.31,214.31,214.31,214.31
SE,SUDESTE,2007-11-16,172.38,172.38,172.38,172.38
SE,SUDESTE,2007-11-23,143.09,143.09,143.09,143.09
SE,SUDESTE,2007-11-30,163.09,163.08,163.08,163.13
SE,SUDESTE,2007-12-07,190.53,190.53,190.53,190.53
SE,SUDESTE,2007-12-14,211.22,211.22,211.22,211.22
SE,SUDESTE,2007-12-21,198.64,198.48,198.73,198.73
SE,SUDESTE,2007-12-28,197.67,197.67,197.67,197.67
SE,SUDESTE,2008-01-04,248.79,248.79,248.79,248.79
SE,SUDESTE,2008-01-11,472.1,472.1,472.1,472.1
SE,SUDESTE,2008-01-18,637.23,637.23,637.23,637.23
SE,SUDESTE,2008-01-25,581.48,581.48,581.48,581.48
SE,SUDESTE,2008-02-01,554.98,554.98,554.98,554.98
SE,SUDESTE,2008-02-08,257.49,257.18,257.49,259.09
SE,SUDESTE,2008-02-15,121.07,120.15,121.31,123.04
SE,SUDESTE,2008-02-22,159.14,154.07,161.94,162.32
SE,SUDESTE,2008-02-29,212.17,205.76,215.74,216.21
SE,SUDESTE,2008-03-07,146.83,146.27,147.13,147.21
SE,SUDESTE,2008-03-14,138.19,133.94,140.5,141.17
SE,SUDESTE,2008-03-21,173.86,171.48,174.62,181.45
SE,SUDESTE,2008-03-28,78.05,74.69,78.46,87.44
SE,SUDESTE,2008-04-04,83.26,80.86,83.72,89.09
SE,SUDESTE,2008-04-11,115.82,113.4,116.46,120.85
SE,SUDESTE,2008-04-18,66.87,66.5,66.5,69.95
SE,SUDESTE,2008-04-25,25.95,0.0,45.5,48.02
SE,SUDESTE,2008-05-02,34.91,34.12,35.44,35.91
SE,SUDESTE,2008-05-09,23.29,22.96,23.43,23.66
SE,SUDESTE,2008-05-16,0.0,0.0,0.0,0.0
SE,SUDESTE,2008-05-23,27.27,26.92,27.48,27.84
SE,SUDESTE,2008-05-30,42.89,42.08,43.31,43.58
SE,SUDESTE,2008-06-06,80.01,79.93,79.93,80.74
SE,SUDESTE,2008-06-13,78.62,78.56,78.56,79.18
SE,SUDESTE,2008-06-20,72.24,72.09,72.09,73.54
SE,SUDESTE,2008-06-27,78.13,78.05,78.05,78.81
SE,SUDESTE,2008-07-04,87.27,87.21,87.21,87.83
SE,SUDESTE,2008-07-11,90.55,90.52,90.52,90.75
SE,SUDESTE,2008-07-18,101.41,101.36,101.36,101.85
SE,SUDESTE,2008-07-25,108.01,107.93,107.93,108.74
SE,SUDESTE,2008-08-01,143.78,143.3,143.92,144.7
SE,SUDESTE,2008-08-08,136.81,136.62,136.62,138.38
SE,SUDESTE,2008-08-15,118.1,117.43,118.07,120.59
SE,SUDESTE,2008-08-22,79.45,77.39,80.37,81.85
SE,SUDESTE,2008-08-29,72.0,69.34,73.24,74.95
SE,SUDESTE,2008-09-05,89.91,89.6,89.6,92.47
SE,SUDESTE,2008-09-12,102.95,102.64,102.64,105.58
SE,SUDESTE,2008-09-19,116.27,114.46,116.76,119.97
SE,SUDESTE,2008-09-26,118.34,117.37,118.11,122.72
SE,SUDESTE,2008-10-03,100.63,100.48,100.5,101.82
SE,SUDESTE,2008-10-10,97.68,97.24,97.86,98.34
SE,SUDESTE,2008-10-17,75.64,74.13,76.35,77.27
SE,SUDESTE,2008-10-24,92.39,92.33,92.35,92.79
SE,SUDESTE,2008-10-31,99.53,98.61,99.88,100.89
SE,SUDESTE,2008-11-07,104.07,103.08,104.61,104.75
SE,SUDESTE,2008-11-14,114.95,111.62,116.82,116.97
SE,SUDESTE,2008-11-21,109.82,107.28,111.73,111.98
SE,SUDESTE,2008-11-28,92.51,91.23,93.2,93.39
SE,SUDESTE,2008-12-05,95.08,94.88,94.88,96.74
SE,SUDESTE,2008-12-12,104.2,104.07,104.27,104.27
SE,SUDESTE,2008-12-19,115.29,115.29,115.29,115.29
SE,SUDESTE,2008-12-26,92.28,91.98,92.51,92.51
SE,SUDESTE,2009-01-02,76.51,76.51,76.51,76.53
SE,SUDESTE,2009-01-09,41.95,41.95,41.95,41.95
SE,SUDESTE,2009-01-16,67.69,67.25,67.94,67.94
SE,SUDESTE,2009-01-23,139.8,139.21,140.03,140.64
SE,SUDESTE,2009-01-30,111.54,110.31,112.23,112.26
SE,SUDESTE,2009-02-06,66.01,65.24,66.45,66.5
SE,SUDESTE,2009-02-13,65.81,45.79,77.19,77.37
SE,SUDESTE,2009-02-20,66.58,37.48,82.88,83.73
SE,SUDESTE,2009-02-27,16.38,11.51,13.34,56.31
SE,SUDESTE,2009-03-06,61.39,57.18,63.67,64.37
SE,SUDESTE,2009-03-13,81.37,79.28,82.42,83.25
SE,SUDESTE,2009-03-20,107.67,106.33,108.29,109.09
SE,SUDESTE,2009-03-27,95.54,88.34,99.37,101.01
SE,SUDESTE,2009-04-03,104.81,103.15,105.41,107.43
SE,SUDESTE,2009-04-10,23.39,0.0,39.65,50.49
SE,SUDESTE,2009-04-17,48.45,47.29,48.57,51.84
SE,SUDESTE,2009-04-24,37.15,36.92,36.92,39.49
SE,SUDESTE,2009-05-01,44.1,43.62,44.07,46.54
SE,SUDESTE,2009-05-08,45.77,45.64,45.64,46.83
SE,SUDESTE,2009-05-15,35.71,35.59,35.59,36.7
SE,SUDESTE,2009-05-22,35.83,35.71,35.71,36.79
SE,SUDESTE,2009-05-29,36.72,36.63,36.63,37.48
SE,SUDESTE,2009-06-05,39.03,38.95,38.95,39.7
SE,SUDESTE,2009-06-12,35.96,35.93,35.93,36.35
SE,SUDESTE,2009-06-19,42.83,42.75,42.75,43.52
